obec;pou;AB;BUS;M;MOT;NA;NAA;NAE;NN;NAN;NNA;NNT;NS;OA;OSO;OAE;OV;PN;PNA;PNT;PS;SA;SN;SNV;SP;SPT;SS;TN;TR;VD;VN;PTA;ABT;MM;MMK;MMP;MS;MST;MTR;MTS;MTT;MTV;NAC;NAG;NAI;NAK;NAM;NAP;NAR;NAS;NAU;NAV;NAW;NAX;NC;NJ;NK;NNR;NP;NPC;NPR;NT;NTC;NTK;NTN;NV;OAD;OAG;OAK;OAM;OAO;OAR;OAS;OAV;P;PA;PD;PNC;PNJ;PNK;PNN;PNP;PNS;PNU;PNV;PO;POC;PON;POO;PPN;PRS;PT;PTC;PTN;PTO;PTS;SAA;SAC;SAE;SAG;SAJ;SAP;SAR;SAS;SAV;SAW;T;TJE;TKO;TKU;TMA;TP;TPA;VMB;VMN;VMP;VZU;.;1;BUD;JIV;JTK;MCT;MKL;MOP;MPV;NAT;NSA;NTA;OVZ;PRN;PRT;PRV;PSN;SPA;SPP;STC;TAN;TAP;TNA;TRA;TRK;TRP;VIS;VNN;VTS;VUD;VVO;Celkem
Ji¯Ìkov;Rumburk;1;0;316;31;132;0;0;0;0;0;0;0;1642;269;0;1;73;0;0;3;2;0;1;0;0;2;0;1;6;0;0;0;5;4;1;4;0;0;1;0;1;0;0;2;2;2;2;0;6;27;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;34;2;0;0;0;1;0;0;0;0;13;1;2;0;0;0;19;30;3;55;8;0;0;0;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;47;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2789
Ji¯Ìkov;R˝ma¯ov;0;0;28;2;9;0;0;0;0;0;1;0;159;23;0;0;19;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;286
Ji¯Ìkovice;älapanice;0;0;93;14;53;0;0;0;0;0;0;0;441;83;0;1;31;0;0;2;1;0;0;1;0;2;0;3;1;0;0;0;4;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;3;18;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;14;0;10;1;0;0;6;0;4;0;4;0;0;0;0;1;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;832
Jirkov;Jirkov;14;3;1143;137;601;1;0;7;2;0;1;1;8840;994;0;5;254;1;1;18;12;0;1;1;0;16;2;5;13;0;0;0;13;14;4;24;0;1;12;0;2;1;0;4;8;10;2;0;32;110;19;0;1;0;0;1;0;5;0;0;0;0;0;0;1;18;7;160;10;2;0;1;3;0;0;0;1;4;2;1;3;0;0;62;385;31;120;30;0;1;2;3;1;0;13;0;2;0;0;1;0;0;6;0;1;0;0;36;0;0;0;1;0;0;0;32;9;5;1;0;0;0;0;0;0;0;0;0;1;13;0;151;0;2;2;0;0;0;0;0;12;0;0;0;0;0;0;13472
Jirny;⁄valy;1;0;257;58;189;2;0;24;0;0;3;0;1371;254;0;4;80;0;1;4;0;0;3;0;0;10;1;15;7;0;0;0;9;3;4;6;0;0;1;0;5;0;0;1;1;0;3;0;5;97;4;0;0;0;0;0;0;2;0;0;1;1;4;0;0;1;1;18;1;1;0;1;3;0;0;0;0;1;0;1;1;0;0;31;34;3;31;8;1;0;1;2;1;0;19;0;5;0;0;1;0;0;0;0;0;0;0;19;0;0;0;0;0;0;2;16;6;4;0;0;0;0;0;0;0;0;0;0;0;2;0;60;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;2710
Jistebnice;T·bor;0;0;240;28;100;0;0;4;0;2;8;0;1136;148;0;1;123;0;2;5;6;0;0;0;0;9;0;133;0;0;0;0;7;0;0;4;0;0;0;0;0;0;1;0;3;0;0;0;4;29;5;0;0;0;0;0;0;1;0;0;8;0;0;0;0;2;2;10;1;2;0;0;2;0;0;0;0;1;0;0;0;0;0;8;45;4;59;2;0;0;68;1;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;7;2;52;0;1;1;0;0;0;0;0;10;0;0;0;0;0;0;2325
JistebnÌk;BÌlovec;0;0;127;11;69;0;0;2;0;0;2;0;740;125;0;0;79;0;0;3;1;0;0;0;0;7;0;9;0;0;0;0;0;0;1;2;0;1;1;0;4;0;0;2;0;0;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;9;21;0;21;1;0;0;0;0;1;0;4;0;1;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;37;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1324
Jitkov;ChotÏbo¯;0;0;21;2;4;0;0;0;0;0;0;0;127;22;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;8;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230
Jivina;Ho¯ovice;2;0;28;3;14;0;0;1;0;0;0;0;113;13;0;0;10;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;3;1;11;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;231
Jivina;Mnichovo HradiötÏ;0;0;92;6;16;0;0;0;0;0;0;0;294;33;0;0;27;0;1;2;1;0;0;0;0;0;0;5;2;0;0;0;3;0;0;2;1;0;4;0;1;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12;0;25;3;0;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;586
JÌvka;Trutnov;0;0;76;9;31;0;0;0;0;0;3;0;278;51;0;0;20;0;1;3;2;0;2;0;0;3;0;5;1;0;0;0;4;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;14;1;17;3;0;0;0;0;2;0;4;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;584
Jivno;»eskÈ BudÏjovice;0;0;70;9;47;0;0;0;0;0;0;0;251;44;0;0;31;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;2;0;0;2;0;0;1;0;2;0;0;0;0;2;1;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;7;0;16;1;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;550
JÌvov·;äternberk;1;0;54;6;40;0;0;0;0;0;1;0;261;43;0;1;26;0;1;2;1;0;0;0;0;2;0;4;1;0;0;0;1;0;0;1;0;0;4;0;0;0;0;0;1;0;1;0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;1;0;4;1;0;0;8;9;1;5;1;0;0;1;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;532
JÌvovÌ;VelkÈ Mezi¯ÌËÌ;0;0;33;0;15;0;0;0;0;0;1;0;138;28;0;0;22;0;0;0;0;0;0;0;0;7;0;10;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;10;0;11;0;0;0;1;3;1;0;7;0;0;0;0;0;0;0;0;0;0;1;0;23;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;338
Koch·nov;HavlÌËk˘v Brod;0;0;18;1;4;0;0;0;0;0;1;0;64;22;0;0;8;0;0;0;0;0;0;0;0;4;0;12;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;163
Kostelec u He¯manova MÏstce;He¯man˘v MÏstec;0;0;50;3;20;0;0;0;0;0;0;0;217;35;0;0;16;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;1;15;4;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;1;0;0;10;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;426
Kostelec u Holeöova;Holeöov;0;0;99;8;40;0;0;1;0;0;3;0;483;49;0;0;39;0;2;3;0;0;0;0;0;4;0;7;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;12;1;21;1;0;0;1;1;1;0;22;0;0;0;0;1;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;867
Kostelec u K¯Ìûk˘;Kamenice;0;0;77;10;31;0;0;0;0;0;0;0;356;50;0;0;20;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;3;3;1;0;0;0;0;0;1;0;0;0;2;0;0;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;5;10;1;9;1;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;1;0;0;7;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;648
KosteleckÈ Horky;Kostelec nad OrlicÌ;0;0;28;1;5;0;0;0;0;0;0;0;96;8;0;0;13;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180
KostelnÌ Hlavno;Brand˝s nad Labem-Star· Boleslav;0;0;48;8;48;0;0;14;0;0;0;0;250;24;0;0;19;0;0;0;2;0;0;0;0;1;1;3;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;3;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;8;0;10;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;507
KostelnÌ Lhota;Sadsk·;0;0;118;8;42;0;0;0;0;0;0;0;461;61;0;0;45;0;0;3;1;0;0;0;0;2;0;3;0;0;0;0;5;0;2;1;0;0;0;0;2;0;0;0;1;1;0;0;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;41;1;20;3;0;0;4;2;1;0;4;0;1;0;0;2;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;899
KostelnÌ Myslov·;TelË;0;0;14;0;5;0;0;0;0;0;1;0;38;5;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;91
KostelnÌ RadouÚ;Jind¯ich˘v Hradec;0;0;65;3;23;0;0;0;0;0;0;0;191;17;0;0;26;0;0;0;0;0;0;0;0;2;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;5;11;0;11;0;0;0;2;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;8;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;427
KostelnÌ Vyd¯Ì;DaËice;0;0;21;1;5;0;0;0;0;0;1;0;105;14;0;0;9;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;10;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;214
KostÏnice;Pardubice;3;1;64;10;52;0;0;0;0;0;0;0;318;39;0;0;19;0;0;2;2;0;0;0;0;1;0;4;1;0;0;0;2;1;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;9;11;2;21;4;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;622
Kostice;B¯eclav;1;0;201;19;78;0;0;0;0;0;0;0;966;99;0;0;59;0;1;1;0;0;0;0;1;2;0;12;2;0;0;0;17;0;1;6;0;0;0;0;0;0;0;1;0;0;0;0;4;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;12;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;13;52;1;29;1;0;0;5;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;22;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;1679
Koötice;Louny;1;0;74;3;24;0;0;0;0;0;0;0;354;44;0;0;30;1;3;1;1;0;0;0;0;1;0;3;3;0;0;0;6;0;0;0;0;0;3;0;1;0;0;0;0;1;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;23;0;22;1;0;0;2;1;0;0;5;0;1;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;13;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;663
KostnÌky;Jemnice;0;0;29;1;10;0;0;0;0;0;0;0;120;8;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;9;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227
Kostoml·tky;Nymburk;0;0;34;5;25;0;0;0;0;0;0;0;194;17;0;1;36;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;2;0;0;0;3;0;0;0;0;0;0;1;1;0;0;3;24;0;10;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407
Kostomlaty nad Labem;Nymburk;0;0;156;27;116;0;0;8;0;0;1;0;946;111;0;0;85;0;2;2;3;0;0;0;0;13;0;13;2;0;0;0;5;0;2;5;0;0;1;0;0;0;0;0;4;2;1;0;3;26;2;0;0;0;0;1;0;1;0;0;0;0;2;0;1;0;3;6;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;36;52;4;44;8;0;0;2;4;1;0;30;1;1;0;0;0;0;0;3;0;0;1;0;39;0;0;0;0;0;0;0;5;6;12;0;0;0;0;0;0;0;0;0;0;0;2;0;32;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1842
Kostomlaty pod Mileöovkou;Teplice;1;0;105;10;42;0;0;1;0;0;0;0;548;63;0;1;41;0;0;2;0;0;0;0;0;4;0;2;1;0;0;0;1;1;1;3;0;0;0;0;1;0;0;0;0;0;2;0;2;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;12;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;3;14;4;16;1;0;0;0;1;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;22;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;947
Kostomlaty pod ÿÌpem;Roudnice nad Labem;0;0;54;3;17;0;0;0;0;0;1;0;225;22;0;0;19;0;2;0;0;0;0;0;0;1;0;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;13;1;0;0;1;2;0;0;8;0;1;0;0;0;0;0;3;0;0;0;0;12;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;420
KotenËice;P¯Ìbram;0;0;29;3;7;0;0;0;0;0;0;0;118;16;0;0;10;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;11;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;228
Kotlasy;éÔ·r nad S·zavou;0;0;13;1;6;0;0;0;0;0;0;0;53;10;0;0;5;0;0;0;1;0;0;0;0;1;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;2;0;0;0;2;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;135
Kotopeky;Ho¯ovice;0;0;49;5;40;0;0;2;0;0;0;0;201;14;0;0;20;0;0;1;0;0;0;0;0;3;3;2;0;0;0;0;3;0;0;1;0;0;2;0;1;0;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;1;18;1;0;0;1;0;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;434
Kotovice;Stod;0;0;44;7;22;0;0;1;0;0;0;0;203;26;0;0;9;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;4;0;8;1;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;375
Kotvrdovice;Blansko;2;0;111;10;69;0;0;11;2;0;0;0;405;67;0;0;47;0;0;1;1;0;0;0;0;0;1;3;0;0;0;0;10;1;0;3;0;0;0;0;0;0;0;0;4;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;3;13;0;18;2;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;847
Kounice;Lys· nad Labem;3;0;145;22;46;0;0;0;0;0;1;0;684;94;0;2;41;0;0;3;3;0;0;0;0;0;1;0;2;0;0;0;3;1;0;1;0;0;0;0;0;1;0;0;2;1;3;0;6;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;38;3;22;3;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;6;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1204
Kounov;Dobruöka;0;0;52;5;16;0;0;0;0;0;0;0;162;14;0;1;23;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;1;0;3;0;0;0;1;0;0;0;0;1;1;1;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;8;7;0;18;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;367
Kounov;RakovnÌk;1;0;47;4;25;0;0;0;0;0;0;0;318;48;0;0;22;0;2;0;0;0;0;0;0;2;0;9;1;0;0;0;3;1;1;2;0;0;1;0;1;0;0;0;1;0;0;0;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;12;2;0;0;3;2;0;0;13;0;1;0;0;1;0;0;1;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;606
KoupÏ;B¯eznice;0;0;41;2;11;0;0;0;0;0;0;0;82;3;0;0;5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;14;0;0;0;0;0;0;2;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;1;6;1;0;0;1;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203
Kou¯im;Kou¯im;17;0;186;20;116;0;0;1;0;0;1;0;939;144;0;2;72;0;1;2;2;0;0;0;0;6;0;13;9;0;0;0;6;0;4;5;0;1;3;0;1;0;0;0;4;2;0;0;6;34;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;10;0;1;0;0;2;0;0;0;0;0;0;0;1;1;0;7;30;0;48;7;0;2;2;2;0;0;7;0;1;0;0;2;0;0;2;0;0;0;0;27;0;0;0;0;0;0;0;8;4;1;0;0;0;1;0;0;0;0;0;0;0;1;0;26;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1799
