"","nazev","typ","subtyp","long","lat","address"
"153","Sdružené ordinace Slatina s.r.o.","Zdravotnictví","Soukromá ordinace",16.721545,49.114504,"Komenského 10, 664 52 Sokolnice, Czechia"
"154","MUDr. Jana Paděrová s.r.o.","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"155","MUDr. Jana Paděrová s.r.o.","Zdravotnictví","Soukromá ordinace",16.721545,49.114504,"Komenského 10, 664 52 Sokolnice, Czechia"
"156","MDDr. Michal Babulík","Zdravotnictví","Soukromá ordinace",16.585451,49.22095,"Purkyňova 35d, 612 00 Brno-Královo Pole, Czechia"
"157","Bc. Marianna Zákopčanová","Zdravotnictví","Soukromá ordinace",16.582621,49.209986,"Sirotkova 43, 616 00 Brno-Brno-Žabovřesky, Czechia"
"158","ReAktin s.r.o.","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"159","MDDr. Michaela Rybnikářová","Zdravotnictví","Soukromá ordinace",16.635867,49.195852,"Jílkova 2898/189, 615 00 Brno-Židenice, Czechia"
"160","Ambulance VIP s.r.o.","Zdravotnictví","Soukromá ordinace",16.621024,49.213591,"Provazníkova 26, 613 00 Brno-sever, Czechia"
"161","Bc. Simona Kvačková","Zdravotnictví","Soukromá ordinace",16.561778,49.181717,"Raisova 466/3, 634 00 Brno-Brno-Nový Lískovec, Czechia"
"162","LOGOPEDIE POHODA s.r.o.","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"163","Alergit s.r.o.","Zdravotnictví","Soukromá ordinace",16.594089,49.190361,"Mendlovo nám. 149/16, 603 00 Brno-Brno-střed, Czechia"
"164","FITREHAB s.r.o.","Zdravotnictví","Soukromá ordinace",16.494826,49.215732,"Kamechy 1025/55, 641 00 Brno-Brno-Žebětín, Czechia"
"165","MDDr. Martin Fridrich","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"166","Mgr. Radka Mariánková DiS.","Zdravotnictví","Soukromá ordinace",16.538878,49.194719,"Libušina tř. 578/19, 623 00 Brno-Kohoutovice, Czechia"
"167","MUDr. Marie Poláková Ph.D.","Zdravotnictví","Soukromá ordinace",16.597399,49.192869,"Pellicova 473/53a, 602 00 Brno-střed-Staré Brno, Czechia"
"168","MUDr. Šárka Stiborová","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"169","DentUP s.r.o.","Zdravotnictví","Soukromá ordinace",16.62773,49.212108,"Rotalova 754/83, 614 00 Brno-sever-Husovice, Czechia"
"170","Ing. Štěpán Wagner Ph.D.","Zdravotnictví","Soukromá ordinace",16.592201,49.233442,"Božetěchova 102a, 612 00 Brno-Brno-Královo Pole, Czechia"
"171","MUDr. Ester Řezáčová, s.r.o.","Zdravotnictví","Soukromá ordinace",16.593779,49.191368,"Mendlovo nám. 1a, 603 00 Brno-střed, Czechia"
"172","Bc. Veronika Doupalová","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"173","MDDr. Zuzana Rajmicová","Zdravotnictví","Soukromá ordinace",16.60409,49.175526,"Heršpická 788/9, 639 00 Brno-střed, Czechia"
"174","Praktik pro děti s.r.o.","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"175","Mgr. ADRIÁNA URBANOVIČOVÁ","Zdravotnictví","Soukromá ordinace",16.592816,49.181194,"8, Jílová 114, 639 00 Brno-střed, Czechia"
"176","Mgr. Marie Bumbálková","Zdravotnictví","Soukromá ordinace",16.592816,49.181194,"8, Jílová 114, 639 00 Brno-střed, Czechia"
"177","Strange Training s.r.o.","Zdravotnictví","Soukromá ordinace",16.620044,49.188994,"Řeznická 356/2, 602 00 Brno-střed, Czechia"
"178","Mgr. Jaroslava Fraňková","Zdravotnictví","Soukromá ordinace",16.635285,49.185207,"Charbulova 1229/86, 618 00 Brno-Černovice, Czechia"
"179","MediRehapo, s.r.o.","Zdravotnictví","Soukromá ordinace",16.880017,49.202775,"Sušilovo nám. 432/54, 683 01 Rousínov-Rousínov u Vyškova, Czechia"
"180","HANYDENT s.r.o.","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"181","MUDr. Kateřina Pospíšilová Ph.D.","Zdravotnictví","Soukromá ordinace",16.62469,49.191828,"Křenová 531/69a, Trnitá, 602 00 Brno-Brno-střed, Czechia"
"182","Kateřina Miholová s.r.o.","Zdravotnictví","Soukromá ordinace",16.570114,49.193592,"Hlinky 64, 603 00 Brno-Brno-střed, Czechia"
"183","Mgr. Radka Florianová","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"184","Stolička s.r.o.","Zdravotnictví","Soukromá ordinace",16.49573,49.163178,"Střelice 913, 664 47 Střelice, Czechia"
"185","Mgr. Nataša Háková","Zdravotnictví","Soukromá ordinace",16.592816,49.181194,"8, Jílová 114, 639 00 Brno-střed, Czechia"
"186","MUDr. Marie Kučerovská s.r.o.","Zdravotnictví","Soukromá ordinace",16.582534,49.243029,"Banskobystrická 984/87, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"187","MDDr. Jiří Gottvald s.r.o.","Zdravotnictví","Soukromá ordinace",16.43433,49.277082,"Masarykovo nám. 76, 664 71 Veverská Bítýška, Czechia"
"188","Bártek Dent s.r.o.","Zdravotnictví","Soukromá ordinace",16.665135,49.24609,"S. K. Neumanna 611, 664 01 Bílovice nad Svitavou, Czechia"
"189","Parodontologie Augustín s.r.o.","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"190","MUDr. Jakub Liskay","Zdravotnictví","Soukromá ordinace",16.590981,49.226061,"Bulharská 1320/29, 612 00 Brno-Brno-Královo Pole, Czechia"
"191","PhDr. Hana Neudertová, Ph.D.","Zdravotnictví","Soukromá ordinace",16.610731,49.192995,"Orlí 486/6, 602 00 Brno-střed, Czechia"
"192","MDDr. Pavla Janďourková","Zdravotnictví","Soukromá ordinace",16.599782,49.197627,"Údolní 392/16, 602 00 Brno-střed-Veveří, Czechia"
"193","Bc. Hana Vojíková","Zdravotnictví","Soukromá ordinace",16.612279,49.207006,"Schodová 306, 602 00 Brno-sever, Czechia"
"194","Mgr. Hana Kulčáková","Zdravotnictví","Soukromá ordinace",16.611124,49.191696,"Josefská 425/25, 602 00 Brno-střed-Brno-město, Czechia"
"195","NEUROLOGIE - REHABILITACE s.r.o.","Zdravotnictví","Soukromá ordinace",16.580155,49.246457,"Banskobystrická 188/11, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"196","ZUBNÍ ORDINACE OTAVOVÁ, s.r.o.","Zdravotnictví","Soukromá ordinace",16.607553,49.1338,"Nádražní 540, 664 42 Modřice, Czechia"
"197","Mgr. Jana Šuveríková","Zdravotnictví","Soukromá ordinace",16.589037,49.230181,"Bulharská 124, 612 00 Brno-Královo Pole, Czechia"
"198","Mgr. Soňa Ranušová","Zdravotnictví","Soukromá ordinace",16.588903,49.23149,"Palackého tř. 2522/137, 612 00 Brno-Královo Pole, Czechia"
"199","NeoVize Běhounská s.r.o.","Zdravotnictví","Soukromá ordinace",16.609132,49.196078,"Běhounská 113/8, 602 00 Brno-střed-Brno-město, Czechia"
"200","MUDr. Igor Šulc - neurologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.361277,49.186967,"Babická 136, 664 84 Zastávka-Zastávka u Brna, Czechia"
"201","MUDr. Igor Šulc - neurologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.388286,49.182951,"Zámecká 49, 665 01 Rosice-Rosice u Brna, Czechia"
"202","AdEma Medical s.r.o.","Zdravotnictví","Soukromá ordinace",16.61001,49.192797,"Masarykova 318/12, 602 00 Brno-Brno-střed, Czechia"
"203","Ambulance klinického psychologa s.r.o.","Zdravotnictví","Soukromá ordinace",16.611151,49.191417,"Masarykova 506/37, 602 00 Brno-Brno-střed, Czechia"
"204","Kateřina Cahlíková DiS.","Zdravotnictví","Soukromá ordinace",16.60092,49.183977,"Bakalovo nábř. 1/1, 639 00 Brno-střed-Štýřice, Czechia"
"205","Mgr. Klára Vacková DiS.","Zdravotnictví","Soukromá ordinace",16.387914,49.181897,"Palackého nám. 46, 665 01 Rosice-Rosice u Brna, Czechia"
"206","MUDr. Petr Kolegar, s.r.o.","Zdravotnictví","Soukromá ordinace",16.59983,49.012438,"Kadeřnictví Kučerová, Nádražní 333, 664 63 Žabčice, Czechia"
"207","MUDr. Petr Kolegar, s.r.o.","Zdravotnictví","Soukromá ordinace",16.693643,49.084059,"Měnín 570, 664 57 Měnín, Czechia"
"208","OBVODNÍ LÉKAŘ s.r.o.","Zdravotnictví","Soukromá ordinace",16.609114,49.197192,"Běhounská 22/2, 602 00 Brno-Brno-střed, Czechia"
"209","Mgr. Jolana Palovčíková","Zdravotnictví","Soukromá ordinace",16.618561,49.209668,"Trávníky 31, 613 00 Brno-sever, Czechia"
"210","Praktik Ivančice s.r.o.","Zdravotnictví","Soukromá ordinace",16.371796,49.097662,"Krumlovská 302 /18, 664 91 Ivančice, Czechia"
"211","Corinta plus s.r.o.","Zdravotnictví","Soukromá ordinace",16.371796,49.097662,"Krumlovská 302 /18, 664 91 Ivančice, Czechia"
"212","EMVIDA MEDIC s.r.o.","Zdravotnictví","Soukromá ordinace",16.592114,49.035636,"J. z Poděbrad 140, 664 62 Hrušovany u Brna, Czechia"
"213","Chronicare Service s.r.o.","Zdravotnictví","Soukromá ordinace",16.580953,49.247358,"Vránova 172, - poliklinika Řečkovice, 1. patro - ženské oddělení, 621 00 Brno-Brno-Řečkovice a Mokrá Hora, Czechia"
"214","SAREMA LIBEREC s.r.o.","Zdravotnictví","Soukromá ordinace",16.580155,49.190597,"Hlinky 44/112A, 603 00 Brno-střed, Czechia"
"215","Neuro Help Company s.r.o.","Zdravotnictví","Soukromá ordinace",16.53397,49.197174,"Libušina tř. 580/4, 623 00 Brno-Kohoutovice, Czechia"
"216","PIAFA Vyškov, z.ú.","Zdravotnictví","Soukromá ordinace",16.997503,49.274328,"Cukrovarská 479/3 a, Město, 682 01 Vyškov-Vyškov 1, Czechia"
"217","MUDr. Radvana Kompérová s.r.o.","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"218","Mgr. Chulan Baslová","Zdravotnictví","Soukromá ordinace",16.618561,49.209668,"Trávníky 31, 613 00 Brno-sever, Czechia"
"219","Mgr. Barbora Pohlová","Zdravotnictví","Soukromá ordinace",16.618561,49.209668,"Trávníky 31, 613 00 Brno-sever, Czechia"
"220","Lihora s.r.o.","Zdravotnictví","Soukromá ordinace",16.594264,49.230288,"Božetěchova 36, 612 00 Brno-Brno-Královo Pole, Czechia"
"221","GESPROMED s.r.o.","Zdravotnictví","Soukromá ordinace",16.640811,49.361213,"Vodní 5b, 678 01 Blansko-Blansko 1, Czechia"
"222","Fyzioterapie Fit and Tasty s.r.o.","Zdravotnictví","Soukromá ordinace",16.596835,49.210415,"Botanická 51/53A, 602 00 Brno-Královo Pole, Czechia"
"223","Alergo-imuno-MAT s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"224","Hermés Dent s.r.o.","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"225","Markéta Barančicová","Zdravotnictví","Soukromá ordinace",16.558591,49.216601,"Podveská 1213/22, 624 00 Brno-Komín, Czechia"
"226","RHEA centrum klinické psychologie a psychosomatiky s.r.o.","Zdravotnictví","Soukromá ordinace",16.610731,49.192995,"Orlí 486/6, 602 00 Brno-střed, Czechia"
"227","B. Braun Avitum s.r.o., chirurgie","Zdravotnictví","Soukromá ordinace",16.611124,49.191696,"Josefská 425/25, 602 00 Brno-střed-Brno-město, Czechia"
"228","B. Braun Avitum s.r.o., radiologie","Zdravotnictví","Soukromá ordinace",16.879388,49.156375,"Malinovského 551, 684 01 Slavkov u Brna, Czechia"
"229","Dagmar Plevová","Zdravotnictví","Soukromá ordinace",16.558591,49.216601,"Podveská 1213/22, 624 00 Brno-Komín, Czechia"
"230","Mgr. ZUZANA BĚHALOVÁ","Zdravotnictví","Soukromá ordinace",16.627177,49.200453,"Tkalcovská 351/3, 602 00 Brno-Brno-sever, Czechia"
"231","MUDr. IVA LAMAČOVÁ","Zdravotnictví","Soukromá ordinace",16.613629,49.200067,"Příkop 843/4, 602 00 Brno-Brno-střed, Czechia"
"232","Mgr. Lenka Foralová","Zdravotnictví","Soukromá ordinace",16.621866,49.190906,"Čechyňská 6, 602 00 Brno-střed, Czechia"
"233","Bc. Iva Schimpfelová","Zdravotnictví","Soukromá ordinace",16.388286,49.182951,"Zámecká 49, 665 01 Rosice-Rosice u Brna, Czechia"
"234","Mgr. Zuzana Štěpánková","Zdravotnictví","Soukromá ordinace",16.601511,49.189204,"Hybešova 43, 602 00 Brno-Brno-střed, Czechia"
"235","Zubisko s.r.o.","Zdravotnictví","Soukromá ordinace",17.012712,49.2772,"Joklova 98/16, 682 01 Vyškov-Vyškov 1, Czechia"
"236","Mgr. Martina Kuběnová","Zdravotnictví","Soukromá ordinace",16.612279,49.207006,"Schodová 306, 602 00 Brno-sever, Czechia"
"237","Ambulance s rozšířenou péčí s.r.o.","Zdravotnictví","Soukromá ordinace",16.613263,49.209113,"Martinkova 253/7, 602 00 Brno-sever, Czechia"
"238","Mgr. Petra Kleinbauerová","Zdravotnictví","Soukromá ordinace",16.553074,49.222795,"Běly Pažoutové 742/1, 624 00 Brno-Komín, Czechia"
"239","Pediatrická praxe Kohoutovice, s.r.o.","Zdravotnictví","Soukromá ordinace",16.53397,49.197174,"Libušina tř. 580/4, 623 00 Brno-Kohoutovice, Czechia"
"240","MUDr. LENKA VIČAROVÁ","Zdravotnictví","Soukromá ordinace",16.983392,49.276527,"Puškinova 420/2a, 682 01 Vyškov-Vyškov 1, Czechia"
"241","Bc. Hana Malá","Zdravotnictví","Soukromá ordinace",16.600555,49.197272,"Údolní 8a, 602 00 Brno-Brno-střed, Czechia"
"242","Mgr. Bronislava Bubeníčková","Zdravotnictví","Soukromá ordinace",16.530276,49.225631,"nám. 28. dubna 1069/2, 635 00 Brno-Bystrc, Czechia"
"243","Mgr. Ondřej Vokurek","Zdravotnictví","Soukromá ordinace",16.336781,49.120482,"2, Letkovská 1042, 664 12 Oslavany, Czechia"
"244","Medisyn, s.r.o.","Zdravotnictví","Soukromá ordinace",16.644656,49.223668,"Obřanská 43, 614 00 Brno-Maloměřice a Obřany, Czechia"
"245","Chir4all s.r.o.","Zdravotnictví","Soukromá ordinace",16.879163,49.156627,"Malinovského 288, 684 01 Slavkov u Brna, Czechia"
"246","MDDr. Ondřej Bořil, s.r.o.","Zdravotnictví","Soukromá ordinace",16.525116,48.98322,"Brněnská 1, 691 23 Pohořelice, Czechia"
"247","MUDr. Luboš Štětka s.r.o.","Zdravotnictví","Soukromá ordinace",16.643743,49.185049,"Kneslova 1067/5, 618 00 Brno-Černovice, Czechia"
"248","MUDr. Věra Mašková, CSc. s.r.o.","Zdravotnictví","Soukromá ordinace",16.643743,49.185049,"Kneslova 1067/5, 618 00 Brno-Černovice, Czechia"
"249","MUDr. Boris Vasilev s.r.o.","Zdravotnictví","Soukromá ordinace",16.91705,49.045111,"Lipová 468, 696 35 Dambořice, Czechia"
"250","Mgr. Jana Míchalová","Zdravotnictví","Soukromá ordinace",16.60404,49.190685,"Centrum všímavosti, Kopečná 19, 602 00 Brno-Brno-střed, Czechia"
"251","Gynekologie MEDA s.r.o.","Zdravotnictví","Soukromá ordinace",16.605011,49.205416,"Lidická 63c, 602 00 Brno-střed, Czechia"
"252","MUDr. Hana Chybová","Zdravotnictví","Soukromá ordinace",16.662362,49.147458,"Holásecká 31, 620 00 Brno-Tuřany, Czechia"
"253","MUDr. Jana Ingrová","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"254","MUDr. Jana Houfková s.r.o.","Zdravotnictví","Soukromá ordinace",16.612974,49.209033,"Martinkova 854/5, 602 00 Brno-sever-Černá Pole, Czechia"
"255","Dentistar s.r.o.","Zdravotnictví","Soukromá ordinace",16.874614,49.149995,"Nerudova 1140, 684 01 Slavkov u Brna, Czechia"
"256","Dentistar s.r.o.","Zdravotnictví","Soukromá ordinace",16.878521,49.151606,"B. Němcové 228, 684 01 Slavkov u Brna, Czechia"
"257","Neurologie Tišnov s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"258","Neurologie Tišnov s.r.o.","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"259","Péče o duši s.r.o.","Zdravotnictví","Soukromá ordinace",16.558222,49.21755,"Hlavní 83, 624 00 Brno-Komín, Czechia"
"260","Mgr. JANA ŠOPÍKOVÁ Ph.D.","Zdravotnictví","Soukromá ordinace",16.599601,49.197714,"Údolní 393/18, 602 00 Brno-střed-Veveří, Czechia"
"261","Neurologie Sekaninová s.r.o.","Zdravotnictví","Soukromá ordinace",16.5344,49.174104,"Pražská 273/35, 642 00 Brno-Bosonohy, Czechia"
"262","Mgr. Tereza Ženčáková","Zdravotnictví","Soukromá ordinace",16.600613,49.200215,"Gorkého 52/2, 602 00 Brno-střed-Veveří, Czechia"
"263","SC Campus s.r.o.","Zdravotnictví","Soukromá ordinace",16.573117,49.177888,"Kamenice 811 /32, 625 00 Brno-Brno-Bohunice, Czechia"
"264","Mgr. Eva Pučerová","Zdravotnictví","Soukromá ordinace",16.874269,49.152558,"Koláčkovo nám. 684, 684 01 Slavkov u Brna, Czechia"
"265","Mgr. Adriana Rieglová","Zdravotnictví","Soukromá ordinace",16.600613,49.200215,"Gorkého 52/2, 602 00 Brno-střed-Veveří, Czechia"
"266","Mgr. DITA DEBOWSKÁ","Zdravotnictví","Soukromá ordinace",16.611151,49.191417,"Masarykova 506/37, 602 00 Brno-Brno-střed, Czechia"
"267","MUDr. Denisa Zavadilová","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"268","MUDr. Jana Hušková","Zdravotnictví","Soukromá ordinace",16.569965,49.164381,"U Leskavy 25, 625 00 Brno-Starý Lískovec, Czechia"
"269","Swiss Esthetic s.r.o.","Zdravotnictví","Soukromá ordinace",16.604637,49.192155,"Pekařská 3, 602 00 Brno-střed, Czechia"
"270","MUDr. Filip Hudeček","Zdravotnictví","Soukromá ordinace",16.590981,49.226061,"Bulharská 1320/29, 612 00 Brno-Brno-Královo Pole, Czechia"
"271","Denta RF s.r.o.","Zdravotnictví","Soukromá ordinace",16.601051,49.19124,"Anenská 59/28, 602 00 Brno-střed-Staré Brno, Czechia"
"272","LM rehabilitace s.r.o.","Zdravotnictví","Soukromá ordinace",16.654636,49.191623,"Juliánovské nám. 3878/2, 636 00 Brno-Židenice, Czechia"
"273","MUDr. Kateřina Smíšková s.r.o.","Zdravotnictví","Soukromá ordinace",16.558591,49.216601,"Podveská 1213/22, 624 00 Brno-Komín, Czechia"
"274","Zubní ordinace MDDr. Vítězslav Kučera s.r.o.","Zdravotnictví","Soukromá ordinace",16.525116,48.98322,"Brněnská 1, 691 23 Pohořelice, Czechia"
"275","MedFit clinic s.r.o.","Zdravotnictví","Soukromá ordinace",16.594757,49.206303,"Zahradníkova 321/6, 602 00 Brno-střed, Czechia"
"276","Rehabfyz s.r.o.","Zdravotnictví","Soukromá ordinace",16.654636,49.191623,"Juliánovské nám. 3878/2, 636 00 Brno-Židenice, Czechia"
"277","MUDr. MARTINA ONDROVÁ Ph.D.","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"278","DS Magura s.r.o.","Zdravotnictví","Soukromá ordinace",16.644135,49.193282,"Skorkovského 58, 636 00 Brno-Židenice, Czechia"
"279","MUDr. Jana Neuwirthová, Ph.D., s.r.o.","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"280","General Practitional s.r.o.","Zdravotnictví","Soukromá ordinace",16.574649,48.961039,"Přibice 381, 691 24 Přibice, Czechia"
"281","EUDYPTES s.r.o.","Zdravotnictví","Soukromá ordinace",16.60811,49.133674,"Nádražní 663, 664 42 Modřice, Czechia"
"282","UROKUT s.r.o.","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"283","UROKUT s.r.o.","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"284","MUDr. Jana Baránková s.r.o.","Zdravotnictví","Soukromá ordinace",16.879856,49.156627,"Tyršova 324, 684 01 Slavkov u Brna, Czechia"
"285","MUCHA Resort s.r.o.","Zdravotnictví","Soukromá ordinace",16.596502,49.220525,"Palackého tř. 659/11, 612 00 Brno-Brno-Královo Pole, Czechia"
"286","Onedent s.r.o.","Zdravotnictví","Soukromá ordinace",16.618926,49.206912,"Durďákova 2049/48, 613 00 Brno-Brno-sever, Czechia"
"287","MUDr. Dagmar Kopecká s.r.o.","Zdravotnictví","Soukromá ordinace",16.558266,49.179451,"Kamínky 287/15, 634 00 Brno-Nový Lískovec, Czechia"
"288","MUDr. Marie Dohnalová","Zdravotnictví","Soukromá ordinace",16.677314,49.352958,"Gellhornova 2236/9, 678 01 Blansko-Blansko 1, Czechia"
"289","Ambulance Jílkova s.r.o.","Zdravotnictví","Soukromá ordinace",16.635867,49.195852,"Jílkova 2898/189, 615 00 Brno-Židenice, Czechia"
"290","PsychoSexuologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.553249,49.21849,"Dělnická 1222/53, 624 00 Brno-Komín, Czechia"
"291","MUDr. Jana Godavová","Zdravotnictví","Soukromá ordinace",16.758199,49.104343,"Komenského 77, 664 53 Újezd u Brna, Czechia"
"292","MDDr. Jana Gottwaldová","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"293","ENT ambulance s.r.o.","Zdravotnictví","Soukromá ordinace",16.593123,49.219226,"23, Dobrovského 2199, 612 00 Brno-Královo Pole, Czechia"
"294","Praktik Soběšice s.r.o.","Zdravotnictví","Soukromá ordinace",16.621634,49.253846,"Na Kovárně 702/5c, 644 00 Brno-sever-Soběšice, Czechia"
"295","Váš lékař Brno s.r.o.","Zdravotnictví","Soukromá ordinace",16.636107,49.187633,"438/30, Štolcova, 618 00 Brno-Černovice, Czechia"
"296","MUDr. Radim Stejskal, ordinace s.r.o.","Zdravotnictví","Soukromá ordinace",16.652539,49.301089,"Smetanovo nám. 3, 679 04 Adamov-Adamov 1, Czechia"
"297","MUDr. MARTA MIČÍNOVÁ","Zdravotnictví","Soukromá ordinace",16.652321,49.301282,"Smetanovo nám. 327/4, 679 04 Adamov-Adamov 1, Czechia"
"298","AP stomatologie s.r.o.","Zdravotnictví","Soukromá ordinace",16.751885,49.219995,"Mokrá-Horákov 357, 664 04 Mokrá-Horákov, Czechia"
"299","LOGOPEDIE HANÁ s.r.o.","Zdravotnictví","Soukromá ordinace",16.879619,49.204556,"Tyršova 1222/18, 683 01 Rousínov-Rousínov u Vyškova, Czechia"
"300","LOGOPEDIE HANÁ s.r.o.","Zdravotnictví","Soukromá ordinace",17.006054,49.277227,"Tyršova 664/4, 682 01 Vyškov-Vyškov 1, Czechia"
"301","MUDr. Helena Horňáková","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"302","Pediatr Pohořelice s.r.o.","Zdravotnictví","Soukromá ordinace",16.525116,48.98322,"Brněnská 1, 691 23 Pohořelice, Czechia"
"303","MUDr. Zdenka Šťastná","Zdravotnictví","Soukromá ordinace",16.721545,49.114504,"Komenského 10, 664 52 Sokolnice, Czechia"
"304","MDDr. Lucie Juríková","Zdravotnictví","Soukromá ordinace",16.428416,49.34405,"Brněnská 305, 666 01 Tišnov-Tišnov 1, Czechia"
